order_id,order_date,customer_age,restaurant_type,order_value,delivery_distance_km,delivery_time_minutes,payment_method,delivery_partner_rating,order_status,order_month,order_dayofweek,age_group,delivery_speed,distance_category,order_size
1244,2024-03-18,22,Chinese,909.66,4.76,90,UPI,2.8,Delivered,3,Monday,Young (18-29),Slow,Near,Premium
1245,2024-07-26,41,Fast Food,1162.06,11.9,53,Cash,3.1,Delayed,7,Friday,Adult (30-44),Normal,Far,Premium
1246,2024-09-22,63,Fast Food,647.16,14.69,56,Card,3.0,Delayed,9,Sunday,Senior (45+),Normal,Far,Regular
1247,2024-07-29,35,Cafe,289.38,1.94,70,Wallet,4.1,Delayed,7,Monday,Adult (30-44),Slow,Near,Budget
1248,2024-09-23,19,Bakery,520.33,3.89,82,Wallet,2.9,Delivered,9,Monday,Young (18-29),Slow,Near,Regular
1249,2024-01-09,39,Chinese,589.49,13.48,59,UPI,4.5,Delivered,1,Tuesday,Adult (30-44),Normal,Far,Regular
1250,2024-05-23,31,Chinese,1082.14,13.97,19,Card,3.0,Delayed,5,Thursday,Adult (30-44),Fast,Far,Premium
1251,2024-05-15,19,Bakery,1028.82,5.65,30,UPI,2.7,Delivered,5,Wednesday,Young (18-29),Normal,Medium,Premium
1252,2024-08-27,37,Indian,425.62,8.99,84,Wallet,4.2,Delivered,8,Tuesday,Adult (30-44),Slow,Medium,Budget
1253,2024-10-16,55,Chinese,342.51,7.87,65,Wallet,4.3,Delivered,10,Wednesday,Senior (45+),Slow,Medium,Budget
1254,2024-04-01,19,Cafe,1097.47,2.8,20,UPI,2.9,Cancelled,4,Monday,Young (18-29),Fast,Near,Premium
1255,2024-02-10,45,Bakery,191.35,2.34,59,Cash,3.7,Delayed,2,Saturday,Senior (45+),Normal,Near,Budget
1256,2024-05-07,59,Bakery,1040.2,7.06,55,Wallet,4.1,Delivered,5,Tuesday,Senior (45+),Normal,Medium,Premium
1257,2024-08-02,48,Italian,540.56,5.43,24,Wallet,3.8,Cancelled,8,Friday,Senior (45+),Fast,Medium,Regular
1258,2024-03-07,46,Bakery,232.63,7.81,28,Wallet,3.2,Cancelled,3,Thursday,Senior (45+),Fast,Medium,Budget
1259,2024-03-22,48,Indian,283.63,12.12,53,Card,2.9,Cancelled,3,Friday,Senior (45+),Normal,Far,Budget
1260,2024-02-15,43,Indian,1179.2,8.81,28,Wallet,3.8,Cancelled,2,Thursday,Adult (30-44),Fast,Medium,Premium
1261,2024-02-09,37,Chinese,363.53,2.57,18,Cash,4.9,Delivered,2,Friday,Adult (30-44),Fast,Near,Budget
1262,2024-04-07,36,Chinese,1021.27,8.93,59,Card,4.5,Cancelled,4,Sunday,Adult (30-44),Normal,Medium,Premium
1263,2024-09-10,35,Bakery,372.01,14.6,24,Cash,3.2,Cancelled,9,Tuesday,Adult (30-44),Fast,Far,Budget
1264,2024-11-21,61,Bakery,319.22,3.47,83,Cash,3.7,Delivered,11,Thursday,Senior (45+),Slow,Near,Budget
1265,2024-06-23,65,Cafe,686.27,7.61,79,Card,3.5,Delayed,6,Sunday,Senior (45+),Slow,Medium,Regular
1266,2024-01-13,20,Fast Food,478.66,5.69,39,Wallet,3.9,Delayed,1,Saturday,Young (18-29),Normal,Medium,Regular
1267,2024-05-30,55,Italian,296.29,12.28,87,Wallet,3.6,Cancelled,5,Thursday,Senior (45+),Slow,Far,Budget
1268,2024-12-31,50,Chinese,534.34,8.5,53,Wallet,3.6,Delivered,12,Tuesday,Senior (45+),Normal,Medium,Regular
1269,2024-09-18,50,Indian,469.95,8.46,67,Wallet,3.2,Cancelled,9,Wednesday,Senior (45+),Slow,Medium,Regular
1270,2024-08-24,36,Cafe,1106.16,5.86,15,Wallet,4.1,Delivered,8,Saturday,Adult (30-44),Fast,Medium,Premium
1271,2024-05-04,25,Italian,235.14,3.58,44,Wallet,4.7,Cancelled,5,Saturday,Young (18-29),Normal,Near,Budget
1272,2024-05-16,19,Italian,249.78,12.45,65,Card,4.2,Delivered,5,Thursday,Young (18-29),Slow,Far,Budget
1273,2024-09-15,18,Chinese,819.73,9.82,45,Wallet,2.8,Delivered,9,Sunday,Young (18-29),Normal,Medium,Regular
1274,2024-06-07,39,Bakery,1134.96,14.32,62,Card,3.0,Cancelled,6,Friday,Adult (30-44),Slow,Far,Premium
1275,2024-09-09,36,Indian,772.93,4.17,17,Wallet,4.1,Delivered,9,Monday,Adult (30-44),Fast,Near,Regular
1276,2024-10-19,51,Fast Food,323.5,8.84,44,Cash,3.1,Cancelled,10,Saturday,Senior (45+),Normal,Medium,Budget
1277,2024-11-07,23,Bakery,341.54,14.97,45,UPI,2.9,Delayed,11,Thursday,Young (18-29),Normal,Far,Budget
1278,2024-05-24,22,Italian,924.89,8.01,85,Card,2.6,Delayed,5,Friday,Young (18-29),Slow,Medium,Premium
1279,2024-11-06,56,Italian,915.67,9.95,23,Card,3.8,Delayed,11,Wednesday,Senior (45+),Fast,Medium,Premium
1280,2024-10-07,18,Cafe,216.08,6.84,68,UPI,5.0,Delivered,10,Monday,Young (18-29),Slow,Medium,Budget
1281,2024-10-29,36,Italian,184.17,6.5,29,Wallet,4.5,Cancelled,10,Tuesday,Adult (30-44),Fast,Medium,Budget
1282,2024-06-13,54,Cafe,151.46,7.61,26,Wallet,3.7,Delivered,6,Thursday,Senior (45+),Fast,Medium,Budget
1283,2024-04-22,54,Italian,893.97,9.83,42,Cash,3.1,Delivered,4,Monday,Senior (45+),Normal,Medium,Premium
1284,2024-02-20,18,Cafe,162.83,11.18,90,Card,3.3,Delivered,2,Tuesday,Young (18-29),Slow,Far,Budget
1285,2024-04-24,23,Fast Food,231.0,4.62,30,UPI,3.3,Cancelled,4,Wednesday,Young (18-29),Normal,Near,Budget
1286,2024-12-19,64,Cafe,988.87,10.37,22,Card,2.8,Delivered,12,Thursday,Senior (45+),Fast,Far,Premium
1287,2024-08-01,44,Cafe,381.37,11.94,44,Cash,4.5,Delivered,8,Thursday,Adult (30-44),Normal,Far,Budget
1288,2024-12-08,25,Chinese,679.26,5.28,26,Cash,2.6,Delivered,12,Sunday,Young (18-29),Fast,Medium,Regular
1289,2024-01-06,33,Indian,521.09,1.12,47,UPI,4.2,Delayed,1,Saturday,Adult (30-44),Normal,Near,Regular
1290,2024-03-10,61,Bakery,1115.77,3.83,50,UPI,4.2,Delayed,3,Sunday,Senior (45+),Normal,Near,Premium
1291,2024-07-30,36,Fast Food,444.43,13.99,28,Card,3.3,Cancelled,7,Tuesday,Adult (30-44),Fast,Far,Budget
1292,2024-02-19,47,Cafe,539.82,6.83,48,Wallet,3.4,Cancelled,2,Monday,Senior (45+),Normal,Medium,Regular
1293,2024-01-30,20,Cafe,535.14,9.81,78,Cash,4.0,Delayed,1,Tuesday,Young (18-29),Slow,Medium,Regular
1294,2024-05-21,18,Fast Food,1143.16,3.83,16,Card,3.9,Delivered,5,Tuesday,Young (18-29),Fast,Near,Premium
1295,2024-11-01,43,Fast Food,699.84,11.28,73,Cash,2.5,Delayed,11,Friday,Adult (30-44),Slow,Far,Regular
1296,2024-08-05,33,Italian,721.87,2.88,53,Wallet,2.5,Delayed,8,Monday,Adult (30-44),Normal,Near,Regular
1297,2024-02-12,44,Chinese,241.51,11.84,43,Card,3.8,Delayed,2,Monday,Adult (30-44),Normal,Far,Budget
1298,2024-02-13,30,Italian,293.11,7.75,20,UPI,3.0,Delayed,2,Tuesday,Adult (30-44),Fast,Medium,Budget
1299,2024-08-10,21,Italian,910.25,10.69,47,UPI,5.0,Delivered,8,Saturday,Young (18-29),Normal,Far,Premium
1300,2024-06-10,34,Fast Food,817.46,8.68,80,Wallet,3.5,Delayed,6,Monday,Adult (30-44),Slow,Medium,Regular
1301,2024-07-04,35,Bakery,662.72,10.64,87,Wallet,4.7,Delivered,7,Thursday,Adult (30-44),Slow,Far,Regular
1302,2024-04-28,44,Chinese,709.78,14.52,16,UPI,2.9,Delayed,4,Sunday,Adult (30-44),Fast,Far,Regular
1303,2024-10-17,27,Indian,480.89,10.57,39,Cash,4.8,Delivered,10,Thursday,Young (18-29),Normal,Far,Regular
1304,2024-02-06,32,Cafe,1009.96,11.91,75,Card,4.9,Delivered,2,Tuesday,Adult (30-44),Slow,Far,Premium
1305,2024-10-12,43,Italian,476.51,8.32,25,Wallet,4.6,Delayed,10,Saturday,Adult (30-44),Fast,Medium,Regular
1306,2024-02-15,64,Indian,183.19,0.92,86,Wallet,4.9,Cancelled,2,Thursday,Senior (45+),Slow,Near,Budget
1307,2024-10-07,41,Chinese,949.28,1.48,75,UPI,3.2,Delivered,10,Monday,Adult (30-44),Slow,Near,Premium
1308,2024-05-23,24,Bakery,356.07,13.83,70,Cash,5.0,Delayed,5,Thursday,Young (18-29),Slow,Far,Budget
1309,2024-03-31,20,Indian,410.63,7.8,34,Wallet,3.8,Cancelled,3,Sunday,Young (18-29),Normal,Medium,Budget
1310,2024-11-18,30,Chinese,1137.97,13.14,87,Card,4.6,Cancelled,11,Monday,Adult (30-44),Slow,Far,Premium
1311,2024-08-26,30,Italian,391.76,11.93,49,Card,3.3,Delivered,8,Monday,Adult (30-44),Normal,Far,Budget
1312,2024-03-25,19,Chinese,805.65,8.98,17,Cash,4.9,Delivered,3,Monday,Young (18-29),Fast,Medium,Regular
1313,2024-08-05,58,Italian,386.63,13.24,23,Card,3.0,Delivered,8,Monday,Senior (45+),Fast,Far,Budget
1314,2024-07-16,43,Chinese,737.65,8.14,43,Card,3.4,Delayed,7,Tuesday,Adult (30-44),Normal,Medium,Regular
1315,2024-09-15,28,Italian,251.95,11.81,58,Cash,2.7,Delivered,9,Sunday,Young (18-29),Normal,Far,Budget
1316,2024-07-10,57,Cafe,659.16,9.64,80,Cash,4.7,Cancelled,7,Wednesday,Senior (45+),Slow,Medium,Regular
1317,2024-04-21,45,Chinese,489.02,10.34,60,Cash,3.8,Cancelled,4,Sunday,Senior (45+),Slow,Far,Regular
1318,2024-03-08,56,Chinese,1184.98,1.55,22,Card,4.7,Delivered,3,Friday,Senior (45+),Fast,Near,Premium
1319,2024-02-07,52,Cafe,691.04,11.35,58,Cash,4.5,Delayed,2,Wednesday,Senior (45+),Normal,Far,Regular
1320,2024-12-19,49,Fast Food,280.69,4.41,53,Cash,4.1,Cancelled,12,Thursday,Senior (45+),Normal,Near,Budget
1321,2024-06-19,48,Indian,1130.71,12.71,16,Wallet,4.5,Delivered,6,Wednesday,Senior (45+),Fast,Far,Premium
1322,2024-11-27,35,Chinese,722.7,5.5,85,UPI,4.4,Delivered,11,Wednesday,Adult (30-44),Slow,Medium,Regular
1323,2024-03-16,49,Bakery,321.94,14.11,34,UPI,3.9,Delayed,3,Saturday,Senior (45+),Normal,Far,Budget
1324,2024-02-05,35,Bakery,804.01,6.46,33,Card,3.2,Cancelled,2,Monday,Adult (30-44),Normal,Medium,Regular
1325,2024-02-10,60,Indian,260.75,6.16,70,Cash,4.3,Cancelled,2,Saturday,Senior (45+),Slow,Medium,Budget
1326,2024-10-07,36,Fast Food,760.01,9.6,50,UPI,3.0,Delivered,10,Monday,Adult (30-44),Normal,Medium,Regular
1327,2024-09-24,50,Bakery,1143.39,0.63,60,Cash,4.3,Delayed,9,Tuesday,Senior (45+),Slow,Near,Premium
1328,2024-05-16,19,Cafe,842.62,4.33,87,UPI,3.4,Delivered,5,Thursday,Young (18-29),Slow,Near,Regular
1329,2024-06-27,39,Indian,350.26,11.44,90,Cash,3.5,Delivered,6,Thursday,Adult (30-44),Slow,Far,Budget
1330,2024-03-15,31,Fast Food,634.33,1.64,24,Cash,4.7,Delivered,3,Friday,Adult (30-44),Fast,Near,Regular
1331,2024-07-13,48,Fast Food,733.37,8.21,21,Wallet,2.8,Delivered,7,Saturday,Senior (45+),Fast,Medium,Regular
1332,2024-08-26,46,Bakery,374.44,6.42,43,UPI,4.8,Delivered,8,Monday,Senior (45+),Normal,Medium,Budget
1333,2024-11-05,23,Fast Food,823.64,14.92,40,Card,3.4,Delayed,11,Tuesday,Young (18-29),Normal,Far,Regular
1334,2024-09-12,54,Indian,506.38,3.13,44,Wallet,3.5,Cancelled,9,Thursday,Senior (45+),Normal,Near,Regular
1335,2024-09-21,57,Italian,1106.57,11.44,83,Wallet,3.6,Delayed,9,Saturday,Senior (45+),Slow,Far,Premium
1336,2024-05-25,35,Fast Food,934.78,1.98,34,UPI,4.8,Delayed,5,Saturday,Adult (30-44),Normal,Near,Premium
1337,2024-08-09,49,Italian,274.44,0.84,48,Card,4.9,Delayed,8,Friday,Senior (45+),Normal,Near,Budget
1338,2024-06-27,41,Bakery,879.32,3.22,65,Card,2.8,Cancelled,6,Thursday,Adult (30-44),Slow,Near,Premium
1339,2024-11-27,44,Fast Food,1085.09,2.36,88,UPI,3.1,Cancelled,11,Wednesday,Adult (30-44),Slow,Near,Premium
1340,2024-12-19,56,Chinese,1155.34,3.36,58,Cash,2.6,Delayed,12,Thursday,Senior (45+),Normal,Near,Premium
1341,2024-10-20,42,Cafe,1077.13,2.09,47,UPI,4.1,Delivered,10,Sunday,Adult (30-44),Normal,Near,Premium
1342,2024-04-17,36,Italian,333.9,13.1,30,Card,4.5,Delivered,4,Wednesday,Adult (30-44),Normal,Far,Budget
1343,2024-04-06,26,Fast Food,1025.11,5.87,28,Card,3.5,Delivered,4,Saturday,Young (18-29),Fast,Medium,Premium
1344,2024-02-14,46,Cafe,555.97,10.74,65,Cash,4.3,Delivered,2,Wednesday,Senior (45+),Slow,Far,Regular
1345,2024-08-10,65,Chinese,303.75,14.75,37,UPI,4.6,Delayed,8,Saturday,Senior (45+),Normal,Far,Budget
1346,2024-10-29,41,Indian,474.75,14.51,15,UPI,3.5,Delivered,10,Tuesday,Adult (30-44),Fast,Far,Regular
1347,2024-05-12,35,Bakery,1001.65,6.91,53,Card,4.1,Cancelled,5,Sunday,Adult (30-44),Normal,Medium,Premium
1348,2024-10-17,20,Italian,665.82,7.08,19,Cash,4.2,Cancelled,10,Thursday,Young (18-29),Fast,Medium,Regular
1349,2024-04-05,20,Indian,356.11,7.56,61,UPI,2.9,Delivered,4,Friday,Young (18-29),Slow,Medium,Budget
1350,2024-03-06,23,Bakery,808.0,6.19,52,UPI,4.6,Delayed,3,Wednesday,Young (18-29),Normal,Medium,Regular
1351,2024-02-26,21,Fast Food,674.36,9.19,63,UPI,2.7,Delayed,2,Monday,Young (18-29),Slow,Medium,Regular
1352,2024-01-13,30,Indian,928.72,13.63,43,UPI,3.3,Delayed,1,Saturday,Adult (30-44),Normal,Far,Premium
1353,2024-04-02,25,Bakery,1110.29,10.14,77,Cash,5.0,Cancelled,4,Tuesday,Young (18-29),Slow,Far,Premium
1354,2024-07-29,59,Fast Food,266.07,4.28,75,UPI,3.0,Delivered,7,Monday,Senior (45+),Slow,Near,Budget
1355,2024-05-25,48,Bakery,176.0,7.08,84,Card,3.2,Cancelled,5,Saturday,Senior (45+),Slow,Medium,Budget
1356,2024-05-05,22,Chinese,328.22,2.61,81,Card,2.6,Delayed,5,Sunday,Young (18-29),Slow,Near,Budget
1357,2024-05-11,47,Chinese,264.46,6.39,32,UPI,4.4,Delivered,5,Saturday,Senior (45+),Normal,Medium,Budget
1358,2024-10-27,34,Italian,524.34,5.52,81,Cash,3.7,Delayed,10,Sunday,Adult (30-44),Slow,Medium,Regular
1359,2024-12-09,49,Chinese,205.01,6.93,47,Cash,4.0,Delayed,12,Monday,Senior (45+),Normal,Medium,Budget
1360,2024-06-09,38,Indian,860.86,1.17,26,Wallet,3.7,Delivered,6,Sunday,Adult (30-44),Fast,Near,Premium
1361,2024-03-24,38,Indian,1139.28,13.68,61,UPI,4.7,Delivered,3,Sunday,Adult (30-44),Slow,Far,Premium
1362,2024-08-19,37,Italian,550.12,2.67,76,Cash,3.2,Cancelled,8,Monday,Adult (30-44),Slow,Near,Regular
1363,2024-05-31,54,Italian,447.61,11.28,39,Card,4.2,Delivered,5,Friday,Senior (45+),Normal,Far,Budget
1364,2024-08-01,51,Bakery,331.35,13.31,40,Cash,2.6,Delivered,8,Thursday,Senior (45+),Normal,Far,Budget
1365,2024-03-12,24,Italian,1084.81,1.48,60,Wallet,4.0,Cancelled,3,Tuesday,Young (18-29),Slow,Near,Premium
1366,2024-10-25,53,Cafe,1008.34,7.29,16,Cash,4.0,Delayed,10,Friday,Senior (45+),Fast,Medium,Premium
1367,2024-06-27,46,Italian,1137.89,5.14,17,UPI,3.7,Cancelled,6,Thursday,Senior (45+),Fast,Medium,Premium
1368,2024-09-22,41,Bakery,1156.82,13.91,70,Card,3.5,Delayed,9,Sunday,Adult (30-44),Slow,Far,Premium
1369,2024-05-11,39,Bakery,433.87,9.36,34,UPI,3.2,Cancelled,5,Saturday,Adult (30-44),Normal,Medium,Budget
1370,2024-05-08,63,Italian,517.21,8.16,88,Cash,4.2,Delivered,5,Wednesday,Senior (45+),Slow,Medium,Regular
1371,2024-10-19,52,Indian,889.55,4.75,35,Cash,3.4,Delivered,10,Saturday,Senior (45+),Normal,Near,Premium
1372,2024-11-09,23,Cafe,1183.06,2.87,82,UPI,2.5,Delayed,11,Saturday,Young (18-29),Slow,Near,Premium
1373,2024-05-12,53,Fast Food,300.9,11.0,34,Cash,4.1,Cancelled,5,Sunday,Senior (45+),Normal,Far,Budget
1374,2024-03-06,24,Cafe,1063.08,2.76,36,UPI,3.7,Delivered,3,Wednesday,Young (18-29),Normal,Near,Premium
1375,2024-07-28,62,Bakery,580.81,10.04,34,Cash,4.3,Delayed,7,Sunday,Senior (45+),Normal,Far,Regular
1376,2024-05-18,42,Bakery,871.96,0.57,56,Card,3.8,Delivered,5,Saturday,Adult (30-44),Normal,Near,Premium
1377,2024-09-30,36,Cafe,406.29,6.75,90,Cash,4.2,Delivered,9,Monday,Adult (30-44),Slow,Medium,Budget
1378,2024-12-12,60,Bakery,995.93,4.94,82,Wallet,4.5,Delivered,12,Thursday,Senior (45+),Slow,Near,Premium
1379,2024-06-29,40,Cafe,504.97,0.92,17,Cash,4.4,Delivered,6,Saturday,Adult (30-44),Fast,Near,Regular
1380,2024-09-28,54,Indian,1007.64,6.0,85,Wallet,3.2,Delayed,9,Saturday,Senior (45+),Slow,Medium,Premium
1381,2024-11-01,42,Italian,625.22,14.78,66,Wallet,2.7,Delayed,11,Friday,Adult (30-44),Slow,Far,Regular
1382,2024-07-03,44,Cafe,302.85,3.7,75,UPI,2.9,Cancelled,7,Wednesday,Adult (30-44),Slow,Near,Budget
1383,2024-08-28,23,Italian,182.15,4.29,74,Wallet,4.0,Delayed,8,Wednesday,Young (18-29),Slow,Near,Budget
1384,2024-12-23,40,Cafe,733.43,0.84,74,Card,4.9,Delivered,12,Monday,Adult (30-44),Slow,Near,Regular
1385,2024-01-10,34,Indian,681.03,7.33,44,Card,3.0,Cancelled,1,Wednesday,Adult (30-44),Normal,Medium,Regular
1386,2024-01-16,56,Chinese,587.3,5.23,58,Card,4.5,Cancelled,1,Tuesday,Senior (45+),Normal,Medium,Regular
1387,2024-12-09,22,Bakery,491.45,2.58,30,Wallet,4.0,Delivered,12,Monday,Young (18-29),Normal,Near,Regular
1388,2024-04-19,38,Bakery,1094.08,5.84,88,Card,3.3,Delivered,4,Friday,Adult (30-44),Slow,Medium,Premium
1389,2024-02-07,53,Chinese,1057.89,1.19,67,Card,2.7,Cancelled,2,Wednesday,Senior (45+),Slow,Near,Premium
1390,2024-11-27,21,Italian,529.47,4.15,55,Card,4.7,Delayed,11,Wednesday,Young (18-29),Normal,Near,Regular
1391,2024-11-08,22,Bakery,1096.78,8.25,59,UPI,4.8,Cancelled,11,Friday,Young (18-29),Normal,Medium,Premium
1392,2024-07-18,26,Cafe,652.34,2.54,83,UPI,3.9,Cancelled,7,Thursday,Young (18-29),Slow,Near,Regular
1393,2024-10-01,60,Italian,996.97,6.6,31,Wallet,4.1,Delayed,10,Tuesday,Senior (45+),Normal,Medium,Premium
1394,2024-07-25,61,Indian,854.11,9.68,42,Cash,4.5,Cancelled,7,Thursday,Senior (45+),Normal,Medium,Premium
1395,2024-04-02,23,Indian,361.07,1.72,81,Card,4.6,Delayed,4,Tuesday,Young (18-29),Slow,Near,Budget
1396,2024-03-11,40,Indian,486.04,7.91,80,Card,3.5,Delivered,3,Monday,Adult (30-44),Slow,Medium,Regular
1397,2024-04-13,21,Bakery,921.25,0.89,40,UPI,4.3,Cancelled,4,Saturday,Young (18-29),Normal,Near,Premium
1398,2024-04-09,24,Italian,571.06,5.34,60,Wallet,4.2,Delayed,4,Tuesday,Young (18-29),Slow,Medium,Regular
1399,2024-06-04,31,Cafe,188.92,3.58,65,UPI,2.8,Delivered,6,Tuesday,Adult (30-44),Slow,Near,Budget
1400,2024-02-10,63,Bakery,869.54,7.19,84,Wallet,5.0,Cancelled,2,Saturday,Senior (45+),Slow,Medium,Premium
1401,2024-06-20,39,Chinese,328.64,10.5,87,Card,2.7,Delayed,6,Thursday,Adult (30-44),Slow,Far,Budget
1402,2024-05-04,24,Cafe,995.32,7.61,42,Cash,4.5,Delivered,5,Saturday,Young (18-29),Normal,Medium,Premium
1403,2024-10-05,29,Indian,890.69,8.5,33,UPI,3.3,Delayed,10,Saturday,Young (18-29),Normal,Medium,Premium
1404,2024-09-15,25,Indian,900.26,10.32,43,Card,2.9,Cancelled,9,Sunday,Young (18-29),Normal,Far,Premium
1405,2024-06-25,52,Chinese,1195.51,3.85,31,Wallet,4.0,Cancelled,6,Tuesday,Senior (45+),Normal,Near,Premium
1406,2024-10-26,49,Bakery,1144.94,14.24,66,Wallet,4.8,Delayed,10,Saturday,Senior (45+),Slow,Far,Premium
1407,2024-09-08,25,Italian,848.42,12.27,16,UPI,3.4,Delayed,9,Sunday,Young (18-29),Fast,Far,Regular
1408,2024-10-21,55,Italian,800.38,12.95,83,Card,4.0,Delivered,10,Monday,Senior (45+),Slow,Far,Regular
1409,2024-01-18,24,Bakery,371.11,13.1,25,Wallet,2.9,Cancelled,1,Thursday,Young (18-29),Fast,Far,Budget
1410,2024-09-22,65,Italian,338.23,7.7,58,Cash,2.9,Delayed,9,Sunday,Senior (45+),Normal,Medium,Budget
1411,2024-06-27,21,Chinese,435.14,9.76,21,Cash,3.8,Cancelled,6,Thursday,Young (18-29),Fast,Medium,Budget
1412,2024-01-24,56,Fast Food,868.08,4.64,27,Wallet,4.4,Delayed,1,Wednesday,Senior (45+),Fast,Near,Premium
1413,2024-01-10,61,Italian,652.02,7.88,70,Card,3.8,Delivered,1,Wednesday,Senior (45+),Slow,Medium,Regular
1414,2024-02-10,40,Italian,914.93,2.85,59,Cash,3.5,Cancelled,2,Saturday,Adult (30-44),Normal,Near,Premium
1415,2024-04-01,41,Cafe,999.49,4.22,68,Card,3.9,Delivered,4,Monday,Adult (30-44),Slow,Near,Premium
1416,2024-10-11,28,Indian,824.18,6.97,29,Card,2.9,Delayed,10,Friday,Young (18-29),Fast,Medium,Regular
1417,2024-03-30,30,Cafe,943.65,8.4,63,Card,4.4,Delayed,3,Saturday,Adult (30-44),Slow,Medium,Premium
1418,2024-08-24,57,Cafe,979.67,6.29,46,Cash,3.8,Delivered,8,Saturday,Senior (45+),Normal,Medium,Premium
1419,2024-07-12,43,Italian,326.86,7.87,20,Cash,4.5,Delayed,7,Friday,Adult (30-44),Fast,Medium,Budget
1420,2024-12-16,55,Fast Food,352.16,14.74,38,Cash,3.3,Delayed,12,Monday,Senior (45+),Normal,Far,Budget
1421,2024-08-23,56,Italian,279.15,3.16,69,Wallet,4.7,Cancelled,8,Friday,Senior (45+),Slow,Near,Budget
1422,2024-04-19,21,Chinese,925.14,11.65,57,Wallet,3.9,Delayed,4,Friday,Young (18-29),Normal,Far,Premium
1423,2024-07-01,29,Bakery,664.87,8.18,89,Wallet,3.7,Delivered,7,Monday,Young (18-29),Slow,Medium,Regular
1424,2024-02-12,63,Italian,1116.05,11.32,22,Cash,3.1,Cancelled,2,Monday,Senior (45+),Fast,Far,Premium
1425,2024-01-05,55,Chinese,738.65,1.83,77,Card,4.9,Delivered,1,Friday,Senior (45+),Slow,Near,Regular
1426,2024-03-19,19,Italian,548.19,9.26,31,Card,4.3,Delivered,3,Tuesday,Young (18-29),Normal,Medium,Regular
1427,2024-10-15,45,Chinese,437.81,14.85,28,Cash,4.3,Delivered,10,Tuesday,Senior (45+),Fast,Far,Budget
1428,2024-05-19,55,Cafe,541.8,4.66,88,Card,4.7,Delivered,5,Sunday,Senior (45+),Slow,Near,Regular
1429,2024-05-24,55,Chinese,897.96,1.14,74,UPI,3.8,Cancelled,5,Friday,Senior (45+),Slow,Near,Premium
1430,2024-02-02,19,Indian,574.05,5.25,60,Cash,3.4,Delivered,2,Friday,Young (18-29),Slow,Medium,Regular
1431,2024-03-14,52,Cafe,974.69,2.57,68,Card,2.6,Delayed,3,Thursday,Senior (45+),Slow,Near,Premium
1432,2024-08-14,35,Indian,1089.71,4.34,65,Cash,4.7,Delayed,8,Wednesday,Adult (30-44),Slow,Near,Premium
1433,2024-05-03,33,Italian,837.52,11.41,25,Cash,3.1,Cancelled,5,Friday,Adult (30-44),Fast,Far,Regular
1434,2024-02-27,53,Indian,1051.89,8.01,33,Card,3.5,Delivered,2,Tuesday,Senior (45+),Normal,Medium,Premium
1435,2024-08-16,32,Fast Food,833.99,6.09,65,UPI,2.8,Cancelled,8,Friday,Adult (30-44),Slow,Medium,Regular
1436,2024-06-05,44,Chinese,356.04,8.68,61,Card,3.5,Delayed,6,Wednesday,Adult (30-44),Slow,Medium,Budget
1437,2024-05-31,34,Italian,181.85,6.14,28,Cash,3.7,Delayed,5,Friday,Adult (30-44),Fast,Medium,Budget
1438,2024-04-05,52,Bakery,234.01,11.91,78,UPI,3.6,Cancelled,4,Friday,Senior (45+),Slow,Far,Budget
1439,2024-03-15,22,Chinese,528.5,11.2,71,Cash,4.8,Cancelled,3,Friday,Young (18-29),Slow,Far,Regular
1440,2024-10-08,64,Indian,438.44,4.27,83,Wallet,3.5,Delayed,10,Tuesday,Senior (45+),Slow,Near,Budget
1441,2024-06-07,65,Indian,376.07,9.08,63,Wallet,4.4,Delivered,6,Friday,Senior (45+),Slow,Medium,Budget
1442,2024-04-04,31,Cafe,541.95,11.9,23,Cash,3.5,Delayed,4,Thursday,Adult (30-44),Fast,Far,Regular
1443,2024-05-13,57,Bakery,672.57,9.33,35,Cash,4.0,Delivered,5,Monday,Senior (45+),Normal,Medium,Regular
1444,2024-10-11,50,Fast Food,643.19,4.72,65,Cash,4.2,Delivered,10,Friday,Senior (45+),Slow,Near,Regular
1445,2024-05-30,50,Chinese,1018.4,2.04,73,UPI,3.7,Delayed,5,Thursday,Senior (45+),Slow,Near,Premium
1446,2024-11-23,28,Cafe,1097.25,2.72,47,Card,2.9,Cancelled,11,Saturday,Young (18-29),Normal,Near,Premium
1447,2024-09-13,41,Cafe,587.91,2.6,38,Wallet,5.0,Cancelled,9,Friday,Adult (30-44),Normal,Near,Regular
1448,2024-10-01,25,Chinese,332.1,3.68,90,Wallet,3.6,Delivered,10,Tuesday,Young (18-29),Slow,Near,Budget
1449,2024-03-07,54,Italian,357.13,12.09,66,Cash,4.1,Delayed,3,Thursday,Senior (45+),Slow,Far,Budget
1450,2024-11-08,61,Bakery,190.69,3.28,15,Cash,4.1,Cancelled,11,Friday,Senior (45+),Fast,Near,Budget
1451,2024-07-09,32,Italian,464.27,6.79,18,UPI,4.1,Delivered,7,Tuesday,Adult (30-44),Fast,Medium,Regular
1452,2024-03-16,40,Italian,972.45,1.1,17,UPI,4.5,Delivered,3,Saturday,Adult (30-44),Fast,Near,Premium
1453,2024-09-05,61,Fast Food,1037.58,2.32,64,Card,4.5,Delivered,9,Thursday,Senior (45+),Slow,Near,Premium
1454,2024-07-27,59,Bakery,268.98,6.01,24,Cash,3.1,Delivered,7,Saturday,Senior (45+),Fast,Medium,Budget
